assessment_id,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
139118473,139069838,Oligoaeschna buehri,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Dow et al 2017,PreservedSpecimen,2016.0,107.69277,-2.837
139118478,139069845,Oligoaeschna foliacea,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Aziz et al 2018,PreservedSpecimen,0.0,103.1563,2.34542
139118488,139069875,Oligoaeschna mutata,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Dolny et al 2011,PreservedSpecimen,2008.0,116.84,-1.144
139118508,139070145,Oligoaeschna uropetala,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Karube & Yeh 2001,PreservedSpecimen,1990.0,98.700831,0.123584
139118513,139070165,Oligoaeschna venatrix,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Karube & Yeh 2001,PreservedSpecimen,1982.0,123.432,-1.27
139118548,139070426,Petaliaeschna corneliae,1,1,1,H. Zhang & R.A. Dow,2021,"Zhang, H. and Dow, R.A.",Extant (resident),,,,,,Asahina 1982,PreservedSpecimen,,117.48306,27.34083
139118553,139070447,Planaeschna asahinai,1,1,1,R.A. Dow & T. Kompier,2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Karube 2011,PreservedSpecimen,0.0,107.866,16.197
139118598,139071345,Planaeschna nankunshanensis,1,1,1,H. Zhang & R.A. Dow,2020,"Zhang, H. and Dow, R.A.",Extant (resident),,,,,,Zhang et al 2010,PreservedSpecimen,,113.78333,23.68333
139139922,198079,Caridina glaubrechti,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2003.0,121.335333,-2.751
139140114,197808,Caridina holthuisi,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2002.0,121.2595,-2.4743
139140294,197603,Caridina lanceolata,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2003.0,121.335333,-2.751
139140472,198221,Caridina lingkonae,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2003.0,121.396333,-2.902167
139140634,197729,Caridina loehae,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2003.0,121.335333,-2.751
139140805,198099,Caridina masapi,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2003.0,121.346667,-2.763333
139140973,198206,Caridina parvula,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2003.0,121.4125,-2.807167
139141151,197653,Caridina profundicola,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2003.0,121.4125,-2.807167
139141338,197754,Caridina spinata,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2003.0,121.346667,-2.763333
139141499,197975,Caridina striata,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2003.0,121.396333,-2.902167
139141655,197778,Caridina tenuirostris,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2003.0,121.346667,-2.763333
139141832,197697,Caridina woltereckae,1,1,1,"K. von Rintelen, MfN Berlin",2017,"K. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,,"von Rintelen K., and Y. Cai. 2009. The Raffles Bulletin of Zoology, 57(2):343-452. URL: http://lkcnhm.nus.edu.sg/nus/pdf/PUBLICATION/Raffles%20Bulletin%20of%20Zoology/Past%20Volumes/RBZ%2057(2)/57rbz343-452.pdf",PreservedSpecimen,2003.0,121.384167,-2.801333
139403843,139346864,Pericnemis dowi,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Dow et al 2018,PreservedSpecimen,2016.0,111.9945,1.4383
139403868,139348140,Pseudagrion coarctatum,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Lieftinck 1932,PreservedSpecimen,1930.0,140.718,-2.534
139403918,139351857,Metaphya micans,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Laidlaw 1913,PreservedSpecimen,1910.0,110.255,1.575969
139403978,139358867,Borneogomphus teramotoi,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Karube & Sasamoto 2014,PreservedSpecimen,1989.0,116.169,5.434
139403983,139361778,Burmagomphus insularis,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Choong 2007,PreservedSpecimen,2005.0,102.2919,4.7104
139403998,139365146,Heliogomphus blandulus,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Dow & Ngiam 2012,PreservedSpecimen,2011.0,113.69733,2.29768
139404003,139365159,Heliogomphus borneensis,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Dow 2016,PreservedSpecimen,2015.0,109.598,1.931
139404028,139369530,Nepogomphus fruhstorferi,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Dow et al 2017,PreservedSpecimen,2016.0,100.77203,5.50112
139404038,139372160,Phaenandrogomphus safei,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Dow et al 2018,PreservedSpecimen,2016.0,112.1657,1.683
139404043,139372569,Stylogomphus malayanus,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,"Ng, Dow & Choong 2011",PreservedSpecimen,2008.0,101.404,4.613
139404048,139372867,Lestes praecellens,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Dow et al 2016,PreservedSpecimen,2015.0,100.19149,6.69535
139404138,139388250,Prodasineura tenebricosa,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Dolny et al 2011,PreservedSpecimen,2008.0,116.808,-1.095
139429978,139406606,Onychothemis abnormis,1,1,1,R.A. Dow,2021,"Dow, R.A.",Extant (resident),,,,,,Needham & Gyger 1937,PreservedSpecimen,,121.1062,16.3079
139429993,139408998,Orthetrum austrosundanum,1,1,1,R.A. Dow,2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Lieftinck 1936-080,PreservedSpecimen,1925.0,120.3622,-10.0432
139430003,139411995,Pornothemis starrei,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Alfarisyi 2018,PreservedSpecimen,2017.0,107.634206,-2.778005
139430043,139417340,Tyriobapta kuekenthali,1,1,1,"Dow, R.A.",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Choong 2013,PreservedSpecimen,2013.0,101.3458,3.64
139430053,139419793,Macromia corycia,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Dow 2006,PreservedSpecimen,2005.0,115.455,3.743
139430058,139419869,Macromia mnemosyne,4,1,1,R.A. Dow,2018,R.A. Dow,Possibly Extinct, , ,, ,,Lieftinck 1935,PreservedSpecimen,1934.0,109.175808,0.96112
139430078,139427386,Matticnemis doi,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Hämäläinen 2012,PreservedSpecimen,2010.0,106.37167,21.66222
141048854,169107,Anisopleura vallei,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Joshi et al 2017,PreservedSpecimen,0.0,93.91198,25.72298
145338143,145337546,Gigantopelta aegis,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,49.64999,-37.78333
145338148,145337626,Dracogyra subfuscus,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,49.64999,-37.78333
145338153,145337758,Lirapex politus,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,49.64999,-37.78333
145338158,145337921,Bruceiella wareni,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,70.03998,-25.31933
145380574,145379801,Alviniconcha marisindica,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,65.85,-19.545
145380579,145380159,Alviniconcha adamantis,1,1,1,Elin A. Thomas,2019,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,140.6417,28.575
145380584,145380180,Alviniconcha boucheti,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,-176.1336,-20.0532
145380589,145380214,Alviniconcha kojimai,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,-176.5678,-21.9876
145380594,145380245,Alviniconcha strummeri,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,-176.5678,-21.9876
145380599,145380272,Alviniconcha hessleri,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,143.62,12.9533
145380604,145380421,Ifremeria nautilei,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,-176.6083,-22.2151
145380609,145380484,Desbruyeresia marisindica,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,65.85,-19.545
145380614,145380559,Iphinopsis boucheti,1,1,1,Elin A. Thomas,2019,International Union for Conservation of Nature,Extant (resident),,,,,,,,0.0,70.03999,-25.31933
145786879,122309294,Selysioneura drymobia,4,1,1,S.J. Richards,2019,"Richards, Kalkman, Dow",Possibly Extinct, , ,, ,,Lieftinck (1959),Preserved specimen,0.0,152.817,-10.65
145786914,122876866,Lanthanusa cochlear,1,1,1,S.J. Richards,2019,"Richards, Kalkman, Dow",Extant (resident), , ,, ,,Richards & Theischinger (2014),Preserved specimen,0.0,144.23694,-5.48528
145797161,145794688,Palaeosynthemis nigrostigma,1,1,1,S.J. Richards,2019,"Richards, Kalkman, Dow",Extant (resident), , ,, ,,Theischinger & Richards (2014),Preserved specimen,0.0,144.2355,-5.4855
146601168,139120960,Neurobasis daviesi,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Hämäläinen 1993,PreservedSpecimen,1982.0,117.8371,8.77201
146601612,139440501,Luzonargiolestes baltazarae,1,1,1,Rory Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Gapud & Adorada 2001,PreservedSpecimen,2000.0,122.07408,16.9826
146601760,139121086,Neurobasis subpicta,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Hämäläinen 1990,PreservedSpecimen,1987.0,123.112785,10.417823
146602010,122150545,Mortonagrion astamii,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Villanueva & Cahilog 2013,PreservedSpecimen,0.0,116.9697,7.9815
146602015,122209257,Euphaea cora,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Needham & Gyger 1939,PreservedSpecimen,0.0,122.07389,6.91028
146602025,122210173,Leptogomphus palawanus,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Asahina 1968,PreservedSpecimen,1945.0,118.75,9.75
146602030,122210215,Leptogomphus semperi,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Laidlaw 1936,PreservedSpecimen,1932.0,122.0831,6.6952
146602050,122802233,Rhinocypha sanguinolenta,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Lieftinck 1961,PreservedSpecimen,0.0,125.27057,7.14529
146602060,123529516,Telosticta paruatia,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,van Tol 2005,PreservedSpecimen,1991.0,119.19992,10.43841
146602075,139346882,Pericnemis flavicornis,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Needham & Gyger 1939,PreservedSpecimen,0.0,120.59306,16.41639
146602080,139346947,Pericnemis incallida,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Needham & Gyger 1939,PreservedSpecimen,0.0,121.24154,14.16505
146602085,139347150,Pericnemis lestoides,1,1,1,Rory Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Lieftinck 1957,PreservedSpecimen,1915.0,125.495,9.789
146602090,139347178,Pericnemis melansoni,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Villanueva et al 2013,PreservedSpecimen,2012.0,125.86996,7.55953
146602095,139347548,Pseudagrion buenafei,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Muller 1996,PreservedSpecimen,1985.0,125.24139,6.99016
146602105,139351805,Stenagrion petermilleri,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Hämäläinen 1997,PreservedSpecimen,1991.0,119.19992,10.43841
146602110,139352357,Procordulia moroensis,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Asahina 1980,PreservedSpecimen,1977.0,120.77234,16.61838
146602125,139366014,Heliogomphus olivaceus,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Asahina 1980,PreservedSpecimen,1977.0,119.89028,10.51722
146602130,139440885,Cyrano angustior,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Cayasan et al 2013,PreservedSpecimen,2012.0,123.14664,7.84529
146602140,139541671,Pandanobasis cantuga,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Needham & Gyger 1939,PreservedSpecimen,1931.0,125.44865,9.60951
146602145,139541726,Pandanobasis curacha,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Villanueva 2012,PreservedSpecimen,0.0,124.65972,12.36861
146602150,139541745,Pandanobasis daku,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Villanueva 2012,PreservedSpecimen,0.0,124.97721,10.61371
146602155,139541948,Pandanobasis mcgregori,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Needham & Gyger 1939,PreservedSpecimen,1930.0,121.4729,14.1463
146602165,139544386,Sangabasis braulitae,1,1,1,R. Villauneva & R.A. Dow,2018,R. Villauneva & R.A. Dow,Extant (resident), , ,, ,,Villanueva & Dow 2014,PreservedSpecimen,0.0,124.7823,9.0878
146602170,139544736,Sangabasis bukid,1,1,1,R. Villauneva & R.A. Dow,2018,R. Villauneva & R.A. Dow,Extant (resident), , ,, ,,Villanueva & Dow 2014,PreservedSpecimen,0.0,124.9445,8.5984
146602175,139544741,Sangabasis bulba,1,1,1,R. Villauneva & R.A. Dow,2018,R. Villauneva & R.A. Dow,Extant (resident), , ,, ,,Villanueva & Dow 2014,PreservedSpecimen,0.0,121.1256,13.1891
146602180,139544824,Sangabasis cahilogi,1,1,1,R. Villauneva & R.A. Dow,2018,R. Villauneva & R.A. Dow,Extant (resident), , ,, ,,Villanueva & Dow 2014,PreservedSpecimen,0.0,123.1104,10.4838
146602185,139544865,Sangabasis carmelae,1,1,1,R. Villauneva & R.A. Dow,2018,R. Villauneva & R.A. Dow,Extant (resident), , ,, ,,Villanueva & Dow 2014,PreservedSpecimen,0.0,121.895,14.815
146602190,139544878,Sangabasis circularis,1,1,1,R. Villauneva & R.A. Dow,2018,R. Villauneva & R.A. Dow,Extant (resident), , ,, ,,Villanueva & Dow 2014,PreservedSpecimen,0.0,119.487,4.7461
146602195,139544948,Sangabasis dentifer,1,1,1,R. Villauneva & R.A. Dow,2018,R. Villauneva & R.A. Dow,Extant (resident), , ,, ,,Villanueva & Dow 2014,PreservedSpecimen,0.0,125.2689,7.4612
146602205,139545032,Sangabasis furcata,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Villanueva et al 2012,PreservedSpecimen,0.0,122.044,16.283
146602210,139545047,Sangabasis hamis,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Villanueva & Dow 2014,PreservedSpecimen,0.0,123.6304,8.4816
146602215,139545346,Sangabasis janvantoli,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Villanueva & Dow 2014,PreservedSpecimen,0.0,121.1912,13.4175
146602220,139545355,Sangabasis zamboanga,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Villanueva & Dow 2014,PreservedSpecimen,0.0,123.35941,8.24038
146602235,139545605,Teinobasis filiformis,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Selys Longchamps 1877,PreservedSpecimen,0.0,120.9822,14.6042
146602245,139545680,Teinobasis hamalaineni,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Muller 1992,PreservedSpecimen,1991.0,121.6849,16.3414
146602250,139545692,Teinobasis nigra,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Campion & Laidlaw 1928,PreservedSpecimen,0.0,121.21264,14.143
146602260,139545908,Teinobasis ranee,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Needham & Gyger 1941,PreservedSpecimen,0.0,125.27083,6.9875
146602265,139546000,Teinobasis recurva,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Lieftinck 1957,PreservedSpecimen,1914.0,123.8971,8.1144
146602270,139546034,Teinobasis rubricauda,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Hämäläinen & Muller 1997,PreservedSpecimen,0.0,119.73263,10.54715
146602275,139546802,Teinobasis strigosa,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident), , ,, ,,Gapud 2006,PreservedSpecimen,2003.0,120.65306,14.21556
146602280,139547001,Cyclophaea cyanifrons,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Asahina 1968,PreservedSpecimen,1945.0,118.75,9.75
146602295,139548915,Diplacina guentherpetersi,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Villanueva 2012,PreservedSpecimen,0.0,121.45858,19.28383
146602300,139548970,Diplacina holgerhungeri,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Villanueva 2012,PreservedSpecimen,0.0,121.88885,14.82968
146602305,139549052,Diplacina paragua,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Villanueva 2012,PreservedSpecimen,0.0,118.69191,9.80798
146602310,139549062,Lyriothemis latro,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Needham & Gyger 1937,PreservedSpecimen,1935.0,121.24154,14.16505
146602320,139549193,Macromia negrito,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Needham & Gyger 1937,PreservedSpecimen,1932.0,121.21264,14.143
146602325,139549213,Rhinagrion reinhardi,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Kalkman & Villanueva 2011,PreservedSpecimen,1915.0,125.495,9.789
146602330,139549239,Rhinagrion schneideri,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Kalkman & Villanueva 2011,PreservedSpecimen,1992.0,125.0675,11.69917
146602335,139549557,Asthenocnemis linnaei,1,1,1,R.A. Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Gassmann & Hämäläinen 2008,PreservedSpecimen,1997.0,119.9913,10.5529
146602340,139554272,Asthenocnemis stephanodera,1,1,1,Rory Dow,2019,R.A. Dow,Extant (resident), , ,, ,,Lieftinck 1974,PreservedSpecimen,1958.0,117.7782,9.0483
